time,delta_D,curvat_trans,u,ax,ay,az
5.984999999999990905e+01,-1.055965737601461951e+00,-8.309536811784900764e-03,3.810023763251093243e+01,-1.028432176036781609e+00,-1.206235719757098046e+01,0.000000000000000000e+00
5.990000000000009095e+01,-1.061975638175276071e+00,-8.376339085147200061e-03,3.805723784628852258e+01,-7.004271083868278680e-01,-1.213189879555743111e+01,0.000000000000000000e+00
5.994999999999981810e+01,-1.064623445694004911e+00,-8.424807414362800451e-03,3.802878964066054124e+01,-4.459173176073826239e-01,-1.218386247472112061e+01,0.000000000000000000e+00
6.000000000000000000e+01,-1.071297893918552901e+00,-8.454608769500899373e-03,3.801306597809386290e+01,-1.926055906824113984e-01,-1.221685205423434795e+01,0.000000000000000000e+00
6.005000000000018190e+01,-1.078580545700521531e+00,-8.464139919827499622e-03,3.800841464059040931e+01,5.191300497931100252e-03,-1.222763156838964882e+01,0.000000000000000000e+00
6.009999999999990905e+01,-1.091183589383923680e+00,-8.454097797602200259e-03,3.801370776110936589e+01,2.001537750963006956e-01,-1.221652620151398239e+01,0.000000000000000000e+00
6.015000000000009095e+01,-1.104160280382591619e+00,-8.427395006499799682e-03,3.802770516689629687e+01,3.579740846060522896e-01,-1.218690951932605238e+01,0.000000000000000000e+00
6.019999999999981810e+01,-1.116485302297687054e+00,-8.384887648980999739e-03,3.804939319772268647e+01,5.071811437789985888e-01,-1.213927410906649129e+01,0.000000000000000000e+00
6.025000000000000000e+01,-1.126997262157805491e+00,-8.326385992650399762e-03,3.807817844299865584e+01,6.416053781236734643e-01,-1.207282399901337655e+01,0.000000000000000000e+00
6.030000000000018190e+01,-1.130924889638513786e+00,-8.253674643414799644e-03,3.811340138514554354e+01,7.713009304337272720e-01,-1.198954666472813280e+01,0.000000000000000000e+00
6.034999999999990905e+01,-1.132045344812849352e+00,-8.167075004738399979e-03,3.815567700417071961e+01,9.193718312329935971e-01,-1.189008259708490733e+01,0.000000000000000000e+00
6.040000000000009095e+01,-1.123503717680273351e+00,-8.074361150594100076e-03,3.820437120500061923e+01,1.034134754248483112e+00,-1.178512743382423800e+01,0.000000000000000000e+00
6.044999999999981810e+01,-1.114078809256164870e+00,-7.978264830690999163e-03,3.825968306374171846e+01,1.168313945944640553e+00,-1.167861077149697557e+01,0.000000000000000000e+00
6.050000000000000000e+01,-1.094871307186233933e+00,-7.890937391292100062e-03,3.832000349488080104e+01,1.252379051855035508e+00,-1.158723133594027566e+01,0.000000000000000000e+00
6.055000000000018190e+01,-1.077492589434728032e+00,-7.810800632929699658e-03,3.838565729817464245e+01,1.363074518273760916e+00,-1.150889203886758949e+01,0.000000000000000000e+00
6.059999999999990905e+01,-1.053869085687039409e+00,-7.748549352544400332e-03,3.845498580116490217e+01,1.418882568066619498e+00,-1.145844578344943621e+01,0.000000000000000000e+00
6.065000000000009095e+01,-1.034457536156095703e+00,-7.696493746913299870e-03,3.852847905166704834e+01,1.518084619840441185e+00,-1.142501163956929133e+01,0.000000000000000000e+00
6.069999999999981810e+01,-1.013221645230952594e+00,-7.659644688236199976e-03,3.860538259078234802e+01,1.565069979907012021e+00,-1.141574727978135151e+01,0.000000000000000000e+00
6.075000000000000000e+01,-9.968208360925672196e-01,-7.627997505066599730e-03,3.868574352495615187e+01,1.649840528985620836e+00,-1.141596001097196833e+01,0.000000000000000000e+00
6.080000000000018190e+01,-9.816100829998704036e-01,-7.602079058300900000e-03,3.876960928989294075e+01,1.708661268970028457e+00,-1.142655279049714068e+01,0.000000000000000000e+00
6.084999999999990905e+01,-9.697295949217101807e-01,-7.575453445149899802e-03,3.885694270426549224e+01,1.783912691310256315e+00,-1.143788926174283382e+01,0.000000000000000000e+00
6.090000000000009095e+01,-9.603901375950464336e-01,-7.547176703996800150e-03,3.894776883775457321e+01,1.849343518375367923e+00,-1.144852892693718616e+01,0.000000000000000000e+00
6.094999999999981810e+01,-9.525038518351296446e-01,-7.514934809220399914e-03,3.904181040307312145e+01,1.911283835955210897e+00,-1.145473677312397953e+01,0.000000000000000000e+00
6.100000000000000000e+01,-9.472776628154984113e-01,-7.478227549938499738e-03,3.913871188616081298e+01,1.963202298875558860e+00,-1.145543887772843661e+01,0.000000000000000000e+00
6.105000000000018190e+01,-9.434977735819427558e-01,-7.437064493228000284e-03,3.923793621974256496e+01,2.004239234811480141e+00,-1.145022080042339674e+01,0.000000000000000000e+00
6.109999999999990905e+01,-9.389456723890685641e-01,-7.391268385434700099e-03,3.933901339589468193e+01,2.039134146546386805e+00,-1.143841633496688459e+01,0.000000000000000000e+00
6.115000000000009095e+01,-9.360139736592522075e-01,-7.341062543328800115e-03,3.944180116848800566e+01,2.070587300127543884e+00,-1.142016563846680732e+01,0.000000000000000000e+00
6.119999999999981810e+01,-9.321355423807448082e-01,-7.287834051436500003e-03,3.954595218413314228e+01,2.096839155790886977e+00,-1.139731492725661965e+01,0.000000000000000000e+00
6.125000000000000000e+01,-9.299271787978320436e-01,-7.231638498239600053e-03,3.965161587372128338e+01,2.126355817428392747e+00,-1.136994826720951934e+01,0.000000000000000000e+00
6.130000000000018190e+01,-9.242937912208839535e-01,-7.175574730103300401e-03,3.975830640731823706e+01,2.144797775404021944e+00,-1.134259550016560425e+01,0.000000000000000000e+00
6.134999999999990905e+01,-9.162714818435172548e-01,-7.117223381571300377e-03,3.986650583518360236e+01,2.187619801915735795e+00,-1.131167562106951685e+01,0.000000000000000000e+00
6.140000000000009095e+01,-9.146587128941572331e-01,-7.063215274364200054e-03,3.997596282407924662e+01,2.187953655525645580e+00,-1.128756614015924775e+01,0.000000000000000000e+00
6.144999999999981810e+01,-9.049657655253665611e-01,-7.009184378896100159e-03,4.008594611004787822e+01,2.218925988836609076e+00,-1.126293975177125795e+01,0.000000000000000000e+00
6.150000000000000000e+01,-9.038638105518740362e-01,-6.958503951626500254e-03,4.019755470462232694e+01,2.223210643822700394e+00,-1.124385271355176563e+01,0.000000000000000000e+00
6.155000000000018190e+01,-8.938776383944905257e-01,-6.911864379795400193e-03,4.030859633784886853e+01,2.230060743684352254e+00,-1.123027931909100730e+01,0.000000000000000000e+00
6.159999999999990905e+01,-8.911625746121958347e-01,-6.865867828629900263e-03,4.042077749195473046e+01,2.241344358115020086e+00,-1.121772436469704814e+01,0.000000000000000000e+00
6.165000000000009095e+01,-8.827960169475366214e-01,-6.822253452217000302e-03,4.053316297848076033e+01,2.260808175276900034e+00,-1.120853467379689228e+01,0.000000000000000000e+00
6.169999999999981810e+01,-8.715064728422765583e-01,-6.775840464608100244e-03,4.064756672884925592e+01,2.322850659960462583e+00,-1.119521084998322635e+01,0.000000000000000000e+00
6.175000000000000000e+01,-8.586197475243514399e-01,-6.726468086291999791e-03,4.076594105494545772e+01,2.415548107678714196e+00,-1.117846137113901683e+01,0.000000000000000000e+00
6.180000000000018190e+01,-8.454021252888123117e-01,-6.674715300108599765e-03,4.088929172572583326e+01,2.519446035147432372e+00,-1.115968463754652085e+01,0.000000000000000000e+00
6.184999999999990905e+01,-8.321466297256656652e-01,-6.621538813530300147e-03,4.101779406491866808e+01,2.619564511945779106e+00,-1.114047041761775958e+01,0.000000000000000000e+00
6.190000000000009095e+01,-8.179957447678601890e-01,-6.566673801771800295e-03,4.115109596091919286e+01,2.711748407848511899e+00,-1.112008880469781147e+01,0.000000000000000000e+00
6.194999999999981810e+01,-8.037712208115571633e-01,-6.509972195087200021e-03,4.128879700968189326e+01,2.794626435430243028e+00,-1.109797117704329672e+01,0.000000000000000000e+00
6.200000000000000000e+01,-7.896748039587095924e-01,-6.450782578359099718e-03,4.143039323254446060e+01,2.868076114174019864e+00,-1.107262304608350867e+01,0.000000000000000000e+00
6.205000000000018190e+01,-7.754953166146943966e-01,-6.388499224409299911e-03,4.157544927270463830e+01,2.933032443489335783e+00,-1.104263578883634622e+01,0.000000000000000000e+00
6.209999999999990905e+01,-7.609949652513178231e-01,-6.322867546364800001e-03,4.172355943927532707e+01,2.990040658128124029e+00,-1.100719818923615811e+01,0.000000000000000000e+00
6.215000000000009095e+01,-7.468397816919529753e-01,-6.253970670920100047e-03,4.187429500739997223e+01,3.038083047598122199e+00,-1.096606603885364883e+01,0.000000000000000000e+00
6.219999999999981810e+01,-7.312691242401231362e-01,-6.181790947097499760e-03,4.202721207063518705e+01,3.077894695348998511e+00,-1.091881423215646052e+01,0.000000000000000000e+00
6.225000000000000000e+01,-7.167097167489755449e-01,-6.106285701383200142e-03,4.218197989090657529e+01,3.111178784744978998e+00,-1.086503277843946158e+01,0.000000000000000000e+00
6.230000000000018190e+01,-6.995791607613671692e-01,-6.027599058765599829e-03,4.233821430774502659e+01,3.137733491059801150e+00,-1.080461833061100485e+01,0.000000000000000000e+00
6.234999999999990905e+01,-6.840699268640775266e-01,-5.945460524791400074e-03,4.249569359767403398e+01,3.160091079745143805e+00,-1.073681188183597257e+01,0.000000000000000000e+00
6.240000000000009095e+01,-6.649066983933972219e-01,-5.860874624683099811e-03,4.265401926478930505e+01,3.172540155574231413e+00,-1.066307226817544063e+01,0.000000000000000000e+00
6.244999999999981810e+01,-6.481168574592606202e-01,-5.772560527688999632e-03,4.281291860139253913e+01,3.183119284267881710e+00,-1.058079172419124347e+01,0.000000000000000000e+00
6.250000000000000000e+01,-6.264741929135927423e-01,-5.682057011996599800e-03,4.297208797248853784e+01,3.183163372809572955e+00,-1.049248843704491918e+01,0.000000000000000000e+00
6.255000000000018190e+01,-6.064895289677827428e-01,-5.587316453028399674e-03,4.313126648172347188e+01,3.185534615139421710e+00,-1.039411915016403931e+01,0.000000000000000000e+00
6.259999999999990905e+01,-5.797628214687140513e-01,-5.487825087858599730e-03,4.329066841004080146e+01,3.190119327697072737e+00,-1.028463405928722807e+01,0.000000000000000000e+00
6.265000000000009095e+01,-5.566986711929220455e-01,-5.382805284986799839e-03,4.345020419488066921e+01,3.190200809869726761e+00,-1.016230707014178236e+01,0.000000000000000000e+00
6.269999999999981810e+01,-5.330261831970142250e-01,-5.273223527704300022e-03,4.360955075374794632e+01,3.182687121425502585e+00,-1.002857915444905679e+01,0.000000000000000000e+00
6.275000000000000000e+01,-5.115982620378800583e-01,-5.157822056210700432e-03,4.376839859962796453e+01,3.170762202624460624e+00,-9.880698986941743200e+00,0.000000000000000000e+00
6.280000000000018190e+01,-4.903949713034361224e-01,-5.036232620123800262e-03,4.392657156102868754e+01,3.155343035663336959e+00,-9.717630869030628560e+00,0.000000000000000000e+00
6.284999999999990905e+01,-4.715756355109353981e-01,-4.908884506010499638e-03,4.408385687805472486e+01,3.135047841527909274e+00,-9.539859570982025971e+00,0.000000000000000000e+00
6.290000000000009095e+01,-4.521929008614593015e-01,-4.776113125821100300e-03,4.423998984689922054e+01,3.109221928419913628e+00,-9.347697334319754248e+00,0.000000000000000000e+00
6.294999999999981810e+01,-4.357849876875786732e-01,-4.639865735397300309e-03,4.439467716696140798e+01,3.076690519431052095e+00,-9.144652733512103282e+00,0.000000000000000000e+00
6.300000000000000000e+01,-4.165597918347829776e-01,-4.501087855756500354e-03,4.454733040890334905e+01,3.022249847281884616e+00,-8.932249720809457116e+00,0.000000000000000000e+00
6.305000000000018190e+01,-3.991946832862918182e-01,-4.359471902942300102e-03,4.469676677524944353e+01,2.955052148994416594e+00,-8.709357153493307635e+00,0.000000000000000000e+00
6.309999999999990905e+01,-3.767359358354249732e-01,-4.215902692089899817e-03,4.484279137328839937e+01,2.885746788929523188e+00,-8.477657281098181841e+00,0.000000000000000000e+00
6.315000000000009095e+01,-3.515287173695906819e-01,-4.067276892249899710e-03,4.498536940082772162e+01,2.816899279124454480e+00,-8.230880974610863987e+00,0.000000000000000000e+00
6.319999999999981810e+01,-3.258965324761822768e-01,-3.912418664633599864e-03,4.512438499485961785e+01,2.741161002362906274e+00,-7.966506483159120577e+00,0.000000000000000000e+00
6.325000000000000000e+01,-2.965660061361952149e-01,-3.745581938775899896e-03,4.525935285442857037e+01,2.655380509232497133e+00,-7.672483831540482413e+00,0.000000000000000000e+00
6.330000000000018190e+01,-2.752644492390645126e-01,-3.567879765966900079e-03,4.538965345551673636e+01,2.552535012375755752e+00,-7.350619537780320734e+00,0.000000000000000000e+00
6.334999999999990905e+01,-2.579480165199765085e-01,-3.382176327692199957e-03,4.551424519620286446e+01,2.427270843317464344e+00,-7.006335587384699082e+00,0.000000000000000000e+00
6.340000000000009095e+01,-2.617419465678175738e-01,-3.198725822957400062e-03,4.563193518367724266e+01,2.273056506578991165e+00,-6.660622042442517987e+00,0.000000000000000000e+00
6.344999999999981810e+01,-2.687208202596195750e-01,-3.036052383668900057e-03,4.574095209458980804e+01,2.083717057231659009e+00,-6.352134143635161045e+00,0.000000000000000000e+00
6.350000000000000000e+01,-3.089221887132975186e-01,-2.918682516052400165e-03,4.583981922398996289e+01,1.861065543346417162e+00,-6.132995542783537424e+00,0.000000000000000000e+00
6.355000000000018190e+01,-3.509614214623011930e-01,-2.879112918406000199e-03,4.592644511310515298e+01,1.602321348633630071e+00,-6.072735412366796481e+00,0.000000000000000000e+00
6.359999999999990905e+01,-4.209121142882523148e-01,-2.933162033742799796e-03,4.599989414684499422e+01,1.322579224673340326e+00,-6.206542298862811613e+00,0.000000000000000000e+00
6.365000000000009095e+01,-4.757636332040997007e-01,-3.087872247812200200e-03,4.605783493137813878e+01,9.954254354864460197e-01,-6.550377997849857081e+00,0.000000000000000000e+00
6.369999999999981810e+01,-5.205520435352735120e-01,-3.314898403076900132e-03,4.609909217485432720e+01,6.441005191188338141e-01,-7.044577776037851180e+00,0.000000000000000000e+00
6.375000000000000000e+01,-5.457879342783459320e-01,-3.581161577602100070e-03,4.612163619066650710e+01,2.512696007748078109e-01,-7.617865977217708640e+00,0.000000000000000000e+00
6.380000000000018190e+01,-5.644845520157636409e-01,-3.855555676090000050e-03,4.612324320533200250e+01,-1.890865029679325016e-01,-8.202130107875536424e+00,0.000000000000000000e+00
6.384999999999990905e+01,-5.782351098261674371e-01,-4.114421710122000315e-03,4.610359525787683310e+01,-5.887021385082159552e-01,-8.745374075682121884e+00,0.000000000000000000e+00
6.390000000000009095e+01,-6.028992960181072114e-01,-4.352043785316800188e-03,4.606261983926498260e+01,-1.081496852932871899e+00,-9.234013949129879606e+00,0.000000000000000000e+00
6.394999999999981810e+01,-6.237895762686870293e-01,-4.566123789752600179e-03,4.599671240061066868e+01,-1.541540048402634033e+00,-9.660536922576611119e+00,0.000000000000000000e+00
6.400000000000000000e+01,-6.477808874742284617e-01,-4.751659110161700166e-03,4.590724458577494005e+01,-2.126345886750383940e+00,-1.001400328428941755e+01,0.000000000000000000e+00
6.405000000000018190e+01,-6.609881643589703426e-01,-4.846926382594700378e-03,4.574972532446410867e+01,-3.861918637614196737e+00,-1.014479803514810463e+01,0.000000000000000000e+00
6.409999999999990905e+01,-6.557980700036341037e-01,-5.120768966958600364e-03,4.557091675009500875e+01,-2.946541705470221206e+00,-1.063434420181716078e+01,0.000000000000000000e+00
6.415000000000009095e+01,-6.678580274670461447e-01,-5.332675619123699619e-03,4.545045531986679066e+01,-2.200945483014908444e+00,-1.101594207106801626e+01,0.000000000000000000e+00
6.419999999999981810e+01,-6.888947520923927037e-01,-5.463065518043100192e-03,4.533908536055349714e+01,-2.314134282143978982e+00,-1.123005590988367963e+01,0.000000000000000000e+00
6.425000000000000000e+01,-7.137128375734114183e-01,-5.530267338007300269e-03,4.520362557104935064e+01,-3.090621563778356062e+00,-1.130037000903151423e+01,0.000000000000000000e+00
6.430000000000018190e+01,-7.142539723339986768e-01,-5.687980767643099726e-03,4.506389183157698142e+01,-2.378271296692770154e+00,-1.155089166958954472e+01,0.000000000000000000e+00
6.434999999999990905e+01,-7.230739136018887736e-01,-5.776808685566700227e-03,4.494907352732492711e+01,-2.276022326215231484e+00,-1.167157524638776422e+01,0.000000000000000000e+00
6.440000000000009095e+01,-7.381721003379083657e-01,-5.846917567317999956e-03,4.483750402943739033e+01,-2.202858858485222004e+00,-1.175465341228805549e+01,0.000000000000000000e+00
6.444999999999981810e+01,-7.515536992609476163e-01,-5.898298647405699965e-03,4.472647598832247695e+01,-2.256891076955028108e+00,-1.179929667675069282e+01,0.000000000000000000e+00
6.450000000000000000e+01,-7.442388824723461527e-01,-5.936116612522099843e-03,4.460818624522620013e+01,-2.394172232855381832e+00,-1.181222074873137018e+01,0.000000000000000000e+00
6.455000000000018190e+01,-7.454342648231880863e-01,-5.986274290258500157e-03,4.449689345030557774e+01,-2.112300017915095918e+00,-1.185266461844340036e+01,0.000000000000000000e+00
6.459999999999990905e+01,-7.361432712982493021e-01,-6.020114775526899664e-03,4.439641938248293229e+01,-1.879737189383411167e+00,-1.186589939238192848e+01,0.000000000000000000e+00
6.465000000000009095e+01,-7.326105483640944493e-01,-6.039959082992900005e-03,4.430722320765320887e+01,-1.707019474290316197e+00,-1.185722504596645521e+01,0.000000000000000000e+00
6.469999999999981810e+01,-7.342976315794333964e-01,-6.052015759964200076e-03,4.422764059701079731e+01,-1.476476818477214348e+00,-1.183825236251157520e+01,0.000000000000000000e+00
6.475000000000000000e+01,-7.366544700457006156e-01,-6.052641745442799599e-03,4.415841344184862294e+01,-1.295084363168957697e+00,-1.180244245250687385e+01,0.000000000000000000e+00
6.480000000000018190e+01,-7.407337349874074661e-01,-6.044567337793300098e-03,4.409804656210368989e+01,-1.129259450834720457e+00,-1.175449358929449595e+01,0.000000000000000000e+00
6.484999999999990905e+01,-7.453551391419318550e-01,-6.028349969914599711e-03,4.404429906453474075e+01,-1.032355008284474351e+00,-1.169439779509496447e+01,0.000000000000000000e+00
6.490000000000009095e+01,-7.580345337584412091e-01,-6.006348775342800275e-03,4.399200872736393109e+01,-1.095692286062890597e+00,-1.162406775601802345e+01,0.000000000000000000e+00
6.494999999999981810e+01,-7.715340137553973188e-01,-5.982924358614400036e-03,4.393306940757239687e+01,-1.312282557263439120e+00,-1.154772958089315615e+01,0.000000000000000000e+00
6.500000000000000000e+01,-7.810768343244952616e-01,-5.961282617660500043e-03,4.385664704930992031e+01,-1.752046830694089286e+00,-1.146596371668059611e+01,0.000000000000000000e+00
6.505000000000018190e+01,-7.930409134145746108e-01,-5.953845361940600031e-03,4.375823381197516682e+01,-2.177524145489434737e+00,-1.140032204051793663e+01,0.000000000000000000e+00
6.509999999999990905e+01,-8.159035928405178328e-01,-5.906744188851700134e-03,4.362837441165147112e+01,-3.397418579993153553e+00,-1.124310394290901272e+01,0.000000000000000000e+00
6.515000000000009095e+01,-8.100138433643363500e-01,-5.990669131243500124e-03,4.344421852413400842e+01,-3.461905574276441300e+00,-1.130678965619603638e+01,0.000000000000000000e+00
6.519999999999981810e+01,-8.105048494897850730e-01,-6.157354955398100342e-03,4.330236119109712689e+01,-2.476596876408415415e+00,-1.154562231735659061e+01,0.000000000000000000e+00
6.525000000000000000e+01,-8.322672911514666927e-01,-6.259668103561500004e-03,4.318579296710483817e+01,-2.222639875203208160e+00,-1.167436059979980456e+01,0.000000000000000000e+00
6.530000000000018190e+01,-8.607655744868288883e-01,-6.349073738962499915e-03,4.307750419996487068e+01,-2.126560390594720129e+00,-1.178179435133563935e+01,0.000000000000000000e+00
6.534999999999990905e+01,-8.903789104391609532e-01,-6.429192101164899614e-03,4.297190084683665390e+01,-2.104325310613128330e+00,-1.187204495389564940e+01,0.000000000000000000e+00
6.540000000000009095e+01,-9.189719114317608240e-01,-6.501856702133299720e-03,4.286661742233419403e+01,-2.109360355796963127e+00,-1.194746655724238060e+01,0.000000000000000000e+00
6.544999999999981810e+01,-9.456531285911740081e-01,-6.568553190312799786e-03,4.276092076323026703e+01,-2.116959105390576745e+00,-1.201057549726738394e+01,0.000000000000000000e+00
6.550000000000000000e+01,-9.693253458041731774e-01,-6.630335052029799961e-03,4.265510357956517140e+01,-2.114164993918704827e+00,-1.206361523402176594e+01,0.000000000000000000e+00
6.555000000000018190e+01,-9.908338098253668402e-01,-6.687668194999100112e-03,4.254964597642238289e+01,-2.102641313509135745e+00,-1.210783850495675118e+01,0.000000000000000000e+00
6.559999999999990905e+01,-1.009836685484096552e+00,-6.740956064336899728e-03,4.244492828177909871e+01,-2.085613077533341908e+00,-1.214431727301706410e+01,0.000000000000000000e+00
6.565000000000009095e+01,-1.027327424958478064e+00,-6.790504022754700192e-03,4.234107405057159923e+01,-2.069033504576257343e+00,-1.217378848155927784e+01,0.000000000000000000e+00
6.569999999999981810e+01,-1.042772995417936777e+00,-6.836784564761000382e-03,4.223798224017200198e+01,-2.054990991495745156e+00,-1.219714597499836373e+01,0.000000000000000000e+00
6.575000000000000000e+01,-1.056720493529286875e+00,-6.880232335005599664e-03,4.213550938011575653e+01,-2.045089061675494424e+00,-1.221517240480246436e+01,0.000000000000000000e+00
6.580000000000018190e+01,-1.068882625837765499e+00,-6.921426830017300171e-03,4.203343917620029657e+01,-2.037428857138837035e+00,-1.222884619969278575e+01,0.000000000000000000e+00
6.584999999999990905e+01,-1.079836506171997224e+00,-6.961022821359999849e-03,4.193182519494250471e+01,-2.025977946654217376e+00,-1.223941303494592070e+01,0.000000000000000000e+00
6.590000000000009095e+01,-1.089793302289991495e+00,-7.000528758391799666e-03,4.183131725192564687e+01,-1.984707950093097084e+00,-1.224993897390407049e+01,0.000000000000000000e+00
6.594999999999981810e+01,-1.098633413665145220e+00,-7.041630385624800433e-03,4.173468695585552979e+01,-1.862974358014852339e+00,-1.226499981068557688e+01,0.000000000000000000e+00
6.600000000000000000e+01,-1.105236075040247679e+00,-7.083757946831199803e-03,4.164706397926394743e+01,-1.617334413707822049e+00,-1.228662187756901680e+01,0.000000000000000000e+00
6.605000000000018190e+01,-1.109362914108272591e+00,-7.122175885928200278e-03,4.157498666311402502e+01,-1.252539021385964624e+00,-1.231053512844762743e+01,0.000000000000000000e+00
6.609999999999990905e+01,-1.110821200768683514e+00,-7.150822717975200381e-03,4.152251651507661734e+01,-8.431067594026344647e-01,-1.232887201487891282e+01,0.000000000000000000e+00
6.615000000000009095e+01,-1.110695926949438972e+00,-7.165596679422499803e-03,4.149014663876147324e+01,-4.566695244263492826e-01,-1.233508934419066883e+01,0.000000000000000000e+00
6.619999999999981810e+01,-1.113127959097469200e+00,-7.161071103409099615e-03,4.147654093425133226e+01,-8.402151234801640001e-02,-1.231921530964151579e+01,0.000000000000000000e+00
6.625000000000000000e+01,-1.119001163027294021e+00,-7.134664726093200085e-03,4.148162278744626974e+01,2.888134325910663991e-01,-1.227679616828266873e+01,0.000000000000000000e+00
6.630000000000018190e+01,-1.124041057005142896e+00,-7.089696678810999964e-03,4.150465971725300562e+01,6.265172559465359559e-01,-1.221297224552106186e+01,0.000000000000000000e+00
6.634999999999990905e+01,-1.125846229452454494e+00,-7.027566232926199877e-03,4.154342955439513219e+01,9.160640942210493964e-01,-1.212857113734223269e+01,0.000000000000000000e+00
6.640000000000009095e+01,-1.121707402689338107e+00,-6.952522836426200045e-03,4.159540850235627829e+01,1.158580073427314172e+00,-1.202910211502511117e+01,0.000000000000000000e+00
6.644999999999981810e+01,-1.114249679408661153e+00,-6.866930854311200164e-03,4.165877053239556460e+01,1.364167506338640923e+00,-1.191723686620929534e+01,0.000000000000000000e+00
6.650000000000000000e+01,-1.099945780365070291e+00,-6.777962007658700286e-03,4.173056780995538873e+01,1.507039222270562862e+00,-1.180341612247264216e+01,0.000000000000000000e+00
6.655000000000018190e+01,-1.084813916414935520e+00,-6.687002506686699592e-03,4.180931790678741322e+01,1.627563951539386711e+00,-1.168900786157280436e+01,0.000000000000000000e+00
6.659999999999990905e+01,-1.063778752415087903e+00,-6.605224947122700398e-03,4.189150824813695095e+01,1.663577090196156183e+00,-1.159149910948111639e+01,0.000000000000000000e+00
6.665000000000009095e+01,-1.045002200071303289e+00,-6.530487923384499689e-03,4.197622636913926186e+01,1.714942616226485805e+00,-1.150674310141217127e+01,0.000000000000000000e+00
6.669999999999981810e+01,-1.022853660187902580e+00,-6.474404966582999847e-03,4.206059847607421176e+01,1.668965757189080357e+00,-1.145383061845726225e+01,0.000000000000000000e+00
6.675000000000000000e+01,-9.986174098185801595e-01,-6.428349187418300366e-03,4.214441467834632959e+01,1.696640170735039810e+00,-1.141772326401759940e+01,0.000000000000000000e+00
6.680000000000018190e+01,-9.873046177053728112e-01,-6.399314079793399883e-03,4.222809707222936026e+01,1.626717564729432075e+00,-1.141133482571797231e+01,0.000000000000000000e+00
6.684999999999990905e+01,-9.707643276152784217e-01,-6.381166068666900039e-03,4.230841418833504264e+01,1.603075422410350503e+00,-1.142229945816274395e+01,0.000000000000000000e+00
6.690000000000009095e+01,-9.640694626272824364e-01,-6.366038109968499663e-03,4.238949606815389615e+01,1.612024058621982503e+00,-1.143893893205741996e+01,0.000000000000000000e+00
6.694999999999981810e+01,-9.565861451698256523e-01,-6.363010252208399671e-03,4.246743016133267190e+01,1.522435752462094838e+00,-1.147557842942215167e+01,0.000000000000000000e+00
6.700000000000000000e+01,-9.544597048373359982e-01,-6.358053225601299589e-03,4.254280369466533784e+01,1.477697225017083449e+00,-1.150737788204903111e+01,0.000000000000000000e+00
6.705000000000018190e+01,-9.517780566928806252e-01,-6.352212244861099588e-03,4.261576008700370011e+01,1.449226241416572192e+00,-1.153627176403215593e+01,0.000000000000000000e+00
6.709999999999990905e+01,-9.500566583702731993e-01,-6.340778558755399627e-03,4.268866003529156217e+01,1.476423187499618761e+00,-1.155493833467057918e+01,0.000000000000000000e+00
6.715000000000009095e+01,-9.470588261068731972e-01,-6.322838084075299570e-03,4.276415319399878712e+01,1.550189948407628471e+00,-1.156303429684333217e+01,0.000000000000000000e+00
6.719999999999981810e+01,-9.439993785065221577e-01,-6.298674774432399918e-03,4.284412006876732448e+01,1.652140128788124773e+00,-1.156196472540835352e+01,0.000000000000000000e+00
6.725000000000000000e+01,-9.396699880458295739e-01,-6.269170429980699608e-03,4.292954223773546829e+01,1.766265479453484222e+00,-1.155374003915509995e+01,0.000000000000000000e+00
6.730000000000018190e+01,-9.315789806098447867e-01,-6.233622891303199944e-03,4.302119874723744175e+01,1.904848266519777233e+00,-1.153733599698799672e+01,0.000000000000000000e+00
6.734999999999990905e+01,-9.215630208242931998e-01,-6.192696191258099774e-03,4.312000650527396317e+01,2.049036651256574526e+00,-1.151429653134980846e+01,0.000000000000000000e+00
6.740000000000009095e+01,-9.095770356654876432e-01,-6.146846610766499956e-03,4.322623526583370079e+01,2.199376493836865620e+00,-1.148542847266587152e+01,0.000000000000000000e+00
6.744999999999981810e+01,-8.954700205239599642e-01,-6.097867598928600162e-03,4.333968812223322686e+01,2.336504646252525408e+00,-1.145379890600019657e+01,0.000000000000000000e+00
6.750000000000000000e+01,-8.781191056127267691e-01,-6.046133874981800098e-03,4.345965947773756000e+01,2.462935708971395243e+00,-1.141958699891496209e+01,0.000000000000000000e+00
6.755000000000018190e+01,-8.607725410608226824e-01,-5.991078820335300065e-03,4.358601611967706191e+01,2.589307186715740006e+00,-1.138149687810489574e+01,0.000000000000000000e+00
6.759999999999990905e+01,-8.404032492901498674e-01,-5.934903913789499851e-03,4.371833386053250337e+01,2.701087151772666228e+00,-1.134333861786167930e+01,0.000000000000000000e+00
6.765000000000009095e+01,-8.223430044842369169e-01,-5.876459092687399965e-03,4.385620443235986698e+01,2.812288500111848499e+00,-1.130258554011540006e+01,0.000000000000000000e+00
6.769999999999981810e+01,-8.026120159096015172e-01,-5.816914453854100421e-03,4.399922117375915320e+01,2.906304787047504945e+00,-1.126114771401570813e+01,0.000000000000000000e+00
6.775000000000000000e+01,-7.845547516812546585e-01,-5.756078021216800428e-03,4.414661010104607186e+01,2.987242298674734897e+00,-1.121815390108807264e+01,0.000000000000000000e+00
6.780000000000018190e+01,-7.650336260830358226e-01,-5.694140576761199876e-03,4.429770161897103264e+01,3.054692420612652892e+00,-1.117353443537324864e+01,0.000000000000000000e+00
